city,date,pm25,pm10,no2,so2,aqi
Delhi,29-03-2020,391.5,368.6,68.1,72,13.4
Mumbai,29-03-2020,293.3,506.7,135.2,43,153.7
Chennai,29-03-2020,71.1,235.1,78.2,99.8,117.1
Kolkata,29-03-2020,264.2,141.6,49.5,98.4,338.1
Bangalore,29-03-2020,286.7,278.1,130.3,11.7,331.7
Delhi,30-03-2020,255.5,506.1,107.4,1,208.6
Mumbai,30-03-2020,183.1,85.2,43.5,91.4,423.1
Chennai,30-03-2020,373.9,5.6,137.1,28.5,17.1
Kolkata,30-03-2020,95.1,344.2,38.5,69,452.2
Bangalore,30-03-2020,283.6,346.8,137.9,98.8,238
Delhi,31-03-2020,332.9,98.4,38.6,85.2,82.2
Mumbai,31-03-2020,448.8,417.5,115,35.7,186.3
Chennai,31-03-2020,179.6,467.7,23.5,17.2,430.7
Kolkata,31-03-2020,2.5,539.7,33.7,70.9,301.9
Bangalore,31-03-2020,113.3,231.8,140.6,26.9,335.8
Delhi,01-04-2020,30.7,265.3,1.5,85.9,17.3
Mumbai,01-04-2020,115.3,592.7,57.8,43.3,196
Chennai,01-04-2020,253.6,287.3,116.7,86,447.3
Kolkata,01-04-2020,181.6,296.1,52.3,90.8,11.5
Bangalore,01-04-2020,400.7,113.4,134.9,84.9,318.8
Delhi,02-04-2020,476.8,577.2,124.6,48.3,184.8
Mumbai,02-04-2020,341.4,378.6,0.7,89.6,115.7
Chennai,02-04-2020,372.7,494.8,95.6,16.5,358.1
Kolkata,02-04-2020,468,564.9,104.4,12.1,472.2
Bangalore,02-04-2020,412.6,499.8,11.2,27.5,250.5
Delhi,03-04-2020,41.2,311.9,145,87.6,67.5
Mumbai,03-04-2020,341.1,466.2,132.8,43.5,440
Chennai,03-04-2020,150,506.8,19.5,41.8,144.9
Kolkata,03-04-2020,137,120.4,28.9,79.8,40.9
Bangalore,03-04-2020,74.3,324.6,140.1,8.7,464.5
Delhi,04-04-2020,433.9,363.3,132.3,12.2,152.4
Mumbai,04-04-2020,324.4,155.7,64.6,52,485.6
Chennai,04-04-2020,327.2,143.6,56.6,36.1,13.2
Kolkata,04-04-2020,284.6,63.4,146.5,81.3,93.6
Bangalore,04-04-2020,356.3,267,82.2,19.2,356.2
Delhi,05-04-2020,0.8,46.4,65.8,21.6,17.5
Mumbai,05-04-2020,289.7,571.1,37.9,15.4,221.9
Chennai,05-04-2020,459.2,596.9,58.6,74.8,469.4
Kolkata,05-04-2020,195.1,292,113.5,10.2,335.9
Bangalore,05-04-2020,442.5,299.8,26.8,37.6,153.6
Delhi,06-04-2020,333.9,576.3,128.6,98.8,258.8
Mumbai,06-04-2020,235.4,29.7,80.9,10.1,246.5
Chennai,06-04-2020,241,73.2,106,7.9,75.8
Kolkata,06-04-2020,38.5,57,6.5,28.9,62.1
Bangalore,06-04-2020,220.6,87.7,79.8,9.3,499.1
Delhi,07-04-2020,410.6,138.3,76.5,90.8,25.6
Mumbai,07-04-2020,484.5,321,64.2,70.8,148.3
Chennai,07-04-2020,129.5,355.8,98.5,89.9,121.2
Kolkata,07-04-2020,310.2,383.6,4.1,69.4,164.9
Bangalore,07-04-2020,38.6,37.3,92,57.3,76.3
Delhi,08-04-2020,347.6,499.3,55.7,28.2,448.9
Mumbai,08-04-2020,32.1,239.3,64.8,43.1,221.8
Chennai,08-04-2020,166,273.5,100.3,79.8,44.8
Kolkata,08-04-2020,131.1,192.6,19.6,24.8,240.6
Bangalore,08-04-2020,492,475.4,143.5,5.5,221.7
Delhi,09-04-2020,114.6,519.5,100.2,20.6,75.2
Mumbai,09-04-2020,49.1,466.3,141.7,12.4,89.6
Chennai,09-04-2020,360.1,24.5,59.1,92.9,214
Kolkata,09-04-2020,275.4,25.3,53.4,90.6,236.6
Bangalore,09-04-2020,437.4,170.1,149.6,52.4,191.3
Delhi,10-04-2020,94.2,45.6,98.3,62.8,484.5
Mumbai,10-04-2020,370.2,229.7,140.6,27,90.7
Chennai,10-04-2020,89,166.9,28.2,95.8,81.2
Kolkata,10-04-2020,236.7,342.2,146.1,90.1,92.9
Bangalore,10-04-2020,381.1,461.5,102.5,4.8,239.7
Delhi,11-04-2020,268.4,305.4,38.7,62.1,170.9
Mumbai,11-04-2020,102.9,196.8,13.1,95.1,63.3
Chennai,11-04-2020,179,192.2,60.4,5.8,83
Kolkata,11-04-2020,389.3,574.5,35.1,60.1,492.3
Bangalore,11-04-2020,160.7,468.8,116.8,66.2,284.8
Delhi,12-04-2020,223.8,561.9,118.2,51.4,63.3
Mumbai,12-04-2020,354.7,285.9,67.3,24.5,200.1
Chennai,12-04-2020,92.6,590.8,75.8,77.7,278.2
Kolkata,12-04-2020,255.4,392.7,67.3,15.3,103
Bangalore,12-04-2020,384.2,524.1,96.8,67.3,136.5
Delhi,13-04-2020,470.9,129.8,0.2,46.4,255.4
Mumbai,13-04-2020,480,279.9,104,67.9,390
Chennai,13-04-2020,68,91.9,28.8,72.7,432.7
Kolkata,13-04-2020,253.6,551.1,50.1,70.3,205.8
Bangalore,13-04-2020,251.2,353.5,79.9,63.7,292.6
Delhi,14-04-2020,50.8,517.6,13.3,47.1,127.7
Mumbai,14-04-2020,405.2,240.9,66.5,41.8,447.2
Chennai,14-04-2020,373.2,543.3,18.3,61.1,389.3
Kolkata,14-04-2020,284.1,591.4,6.9,14.5,439.7
Bangalore,14-04-2020,38.4,379.9,124.5,65.3,477
Delhi,15-04-2020,304.8,337.2,80.1,50.4,23.9
Mumbai,15-04-2020,464,307,53.6,86.4,13.1
Chennai,15-04-2020,481.1,236.1,86.5,73.1,351.9
Kolkata,15-04-2020,243.1,451.1,124.4,59.3,195
Bangalore,15-04-2020,262.5,26.8,118.6,64.5,271.1
Delhi,16-04-2020,231.6,261.6,139.7,54.5,263.7
Mumbai,16-04-2020,155.4,150.3,4.9,56.5,96.1
Chennai,16-04-2020,450.1,213.4,57.8,56.9,159.6
Kolkata,16-04-2020,476.2,588.2,30.4,5.2,86.3
Bangalore,16-04-2020,220,9.7,27.5,34.9,115.3
Delhi,17-04-2020,111.4,551,27.2,94.4,292.4
Mumbai,17-04-2020,199.2,122.7,139.5,76,110.1
Chennai,17-04-2020,411.6,172.1,65,99.3,399.7
Kolkata,17-04-2020,461.2,309,41.9,40.5,391.9
Bangalore,17-04-2020,450.5,359.8,129.3,97.7,389.3
Delhi,18-04-2020,141.7,259.1,45.1,99.6,343
Mumbai,18-04-2020,239.2,116.4,84.8,31,203.2
Chennai,18-04-2020,101.3,551.7,26.8,3.1,361.9
Kolkata,18-04-2020,422.7,176.5,119.9,78.4,390.1
Bangalore,18-04-2020,118.4,264,147.8,46.1,171.9
Delhi,19-04-2020,327.5,101.8,36.6,12.2,94.9
Mumbai,19-04-2020,128.6,385.3,139.1,40.9,367.7
Chennai,19-04-2020,60.8,576,104.5,92.8,176.6
Kolkata,19-04-2020,69.2,567.7,75.3,32.8,139.6
Bangalore,19-04-2020,98.9,340.1,66.5,71.8,254.5
Delhi,20-04-2020,325.9,171,99.3,26.1,432.3
Mumbai,20-04-2020,328.8,427.3,27.4,48.4,330.1
Chennai,20-04-2020,77,323.9,125.7,25,481
Kolkata,20-04-2020,447.4,556.4,78,97.8,403.1
Bangalore,20-04-2020,58.9,387,67.7,31.7,182.5
Delhi,21-04-2020,207.6,131.6,122.6,33.3,144.8
Mumbai,21-04-2020,349,293.9,69.3,84,331.4
Chennai,21-04-2020,122.5,269.8,102.7,69.4,383
Kolkata,21-04-2020,301,400.5,27.4,54.5,281.7
Bangalore,21-04-2020,97.1,581.9,95.7,75.1,358.9
Delhi,22-04-2020,406.6,132.2,28.8,5.9,232.7
Mumbai,22-04-2020,301.6,314,11.6,15.4,469.1
Chennai,22-04-2020,345.7,349.5,25.8,34.4,431.5
Kolkata,22-04-2020,13.6,46.7,5.5,6.7,91.1
Bangalore,22-04-2020,382.5,75.9,25.4,47.5,107.7
Delhi,23-04-2020,403.7,469.5,83.8,93.9,286.5
Mumbai,23-04-2020,178.7,261.6,83.5,94.7,358.4
Chennai,23-04-2020,432.7,490.7,42.1,42.4,163.3
Kolkata,23-04-2020,465.9,409.2,121.3,16.2,79.8
Bangalore,23-04-2020,223.1,515,41.3,71.1,18.9
Delhi,24-04-2020,374.1,147,18.4,59.4,495.6
Mumbai,24-04-2020,44.5,0.3,127.7,89,153.4
Chennai,24-04-2020,257.6,457.3,136.9,99,451.5
Kolkata,24-04-2020,121.5,119.2,28.9,18.5,224.2
Bangalore,24-04-2020,88.1,17.1,38.7,34.2,470.8
Delhi,25-04-2020,297.5,461.7,130.3,15.7,44.6
Mumbai,25-04-2020,408.2,540.5,63.7,22.1,243.5
Chennai,25-04-2020,159.8,115.4,113.3,85.8,52.2
Kolkata,25-04-2020,396.9,369.9,64.6,69,15.1
Bangalore,25-04-2020,434.5,34.7,149.5,30,154.5
Delhi,26-04-2020,330.5,520.8,11,32.5,174.5
Mumbai,26-04-2020,26.1,64.6,24.1,89.8,347.7
Chennai,26-04-2020,186.7,399.5,72.2,62.9,412.5
Kolkata,26-04-2020,256.6,571,41.2,86.7,455.6
Bangalore,26-04-2020,398.6,204.4,91.8,11.4,470.5
Delhi,27-04-2020,401.8,259.1,7.8,14.7,305.3
Mumbai,27-04-2020,450.6,218.9,119,45.2,317.3
Chennai,27-04-2020,320,521,53.2,80.3,140.8
Kolkata,27-04-2020,467.1,179.6,103.9,48.7,146.1
Bangalore,27-04-2020,354.5,535.7,54.2,50.1,223.5
Delhi,28-04-2020,73,587.5,48.1,71,104.5
Mumbai,28-04-2020,125.4,370.5,75.5,0.4,262.2
Chennai,28-04-2020,414.7,551.7,34.7,86.6,286.2
Kolkata,28-04-2020,361.1,505,55.5,8.3,415.2
Bangalore,28-04-2020,304,196.4,95.2,73.4,253.1
Delhi,29-04-2020,424.2,15.4,22,36.4,271
Mumbai,29-04-2020,2.5,109.6,76.6,92.2,465.4
Chennai,29-04-2020,137.6,241,13.1,27,406
Kolkata,29-04-2020,293.9,577.2,57.9,56.1,7.5
Bangalore,29-04-2020,34.2,394.9,104.5,33.6,317.9
Delhi,30-04-2020,99.8,567.9,90.3,64.9,109.1
Mumbai,30-04-2020,192.9,527.2,97.4,58.9,444.8
Chennai,30-04-2020,252.5,404.9,110.6,53,58.2
Kolkata,30-04-2020,148.9,196.7,125.8,76.1,28.4
Bangalore,30-04-2020,146.3,595.2,139,80.2,353.5
Delhi,01-05-2020,219.3,21.4,127.5,14.9,98.4
Mumbai,01-05-2020,479,20.5,137.2,53.4,276.6
Chennai,01-05-2020,339,15.8,5.8,69.7,385.8
Kolkata,01-05-2020,189.9,208.7,62.8,83.7,8.1
Bangalore,01-05-2020,484,465.6,39.5,73.6,39.6
Delhi,02-05-2020,336,77.9,112.3,20.5,186.2
Mumbai,02-05-2020,232.4,152.6,66.3,43.1,64.3
Chennai,02-05-2020,75.5,533.3,135,0.4,104.2
Kolkata,02-05-2020,111.9,379.7,35,9.9,357.2
Bangalore,02-05-2020,164.8,78.1,139.9,6.8,73.2
Delhi,03-05-2020,325.7,561.4,41.1,53.1,122.8
Mumbai,03-05-2020,359.2,250.3,83.5,69.8,340.9
Chennai,03-05-2020,80.8,115.5,120.7,14.7,130.8
Kolkata,03-05-2020,165.2,148.7,18.8,63.2,426.8
Bangalore,03-05-2020,447.2,78.2,99.8,62.7,322.5
Delhi,04-05-2020,254.4,287.6,143.8,9.9,28.7
Mumbai,04-05-2020,229.1,315,123.5,92.5,119.5
Chennai,04-05-2020,53.8,16.2,135.1,21.4,40.1
Kolkata,04-05-2020,303.1,99.1,2.6,11.3,456.5
Bangalore,04-05-2020,213.6,156.3,29.1,57.7,33.6
Delhi,05-05-2020,478.9,588.8,38.4,65.4,479.9
Mumbai,05-05-2020,20,62.6,68.2,9.5,167.8
Chennai,05-05-2020,368.9,423.4,41.4,11.2,393.2
Kolkata,05-05-2020,401.3,0.2,10.1,82.2,167.6
Bangalore,05-05-2020,326.4,70.5,124.7,54.8,459.7
Delhi,06-05-2020,328.3,564.3,115,41.2,336.4
Mumbai,06-05-2020,413.7,551.7,68.3,87,489.2
Chennai,06-05-2020,162.6,9.7,146,47.5,195.7
Kolkata,06-05-2020,260.7,523.2,144.3,14.3,300.8
Bangalore,06-05-2020,102.4,350.3,47,23.9,481.9
Delhi,07-05-2020,404.2,244.2,83.1,30.4,377.3
Mumbai,07-05-2020,24.5,273.6,97.8,38.7,478.5
Chennai,07-05-2020,9.4,238.6,147.9,12,118.3
Kolkata,07-05-2020,5.3,217.6,41.6,70,354.1
Bangalore,07-05-2020,377.6,513.9,52.9,3.6,391.6
Delhi,08-05-2020,53.9,218,43.6,8.2,106
Mumbai,08-05-2020,339.4,128.2,140.3,79.7,478.3
Chennai,08-05-2020,72.5,71.8,5.2,83.7,228
Kolkata,08-05-2020,387.7,502.8,112.8,62,203.1
Bangalore,08-05-2020,258.7,169.1,46.3,81.2,390.9
Delhi,09-05-2020,148.4,330.7,106.6,84.2,73.4
Mumbai,09-05-2020,122.5,150.6,100.2,24.6,314.6
Chennai,09-05-2020,499.6,99,143.6,31.1,2.2
Kolkata,09-05-2020,247.1,590.8,86.3,25.8,409.4
Bangalore,09-05-2020,483.5,7.7,73,36.5,308.5
Delhi,10-05-2020,124.1,456.1,123.2,52,497.4
Mumbai,10-05-2020,203.9,144.6,43.9,0.5,449.2
Chennai,10-05-2020,19.1,294.5,122.6,28.9,132.6
Kolkata,10-05-2020,319.3,18.7,3.9,31.4,406.2
Bangalore,10-05-2020,96.2,488.6,110.8,66.8,215
Delhi,11-05-2020,393.4,142.2,20.5,6.7,222.6
Mumbai,11-05-2020,379.3,1.1,1.5,3.7,306.5
Chennai,11-05-2020,326.9,539.1,29.5,41.7,408.9
Kolkata,11-05-2020,341.3,144.5,24.2,61.1,105.9
Bangalore,11-05-2020,296.2,71.1,85.6,89.6,146.4
Delhi,12-05-2020,491.5,352.9,139.4,35,272.9
Mumbai,12-05-2020,447.8,358,92.7,7.7,475.5
Chennai,12-05-2020,459.4,469,149.3,88.5,113.1
Kolkata,12-05-2020,257.8,494.9,38.3,85.1,165.2
Bangalore,12-05-2020,144.9,121.6,18.4,56.5,474.9
Delhi,13-05-2020,167.5,499.7,84.2,45.6,63.9
Mumbai,13-05-2020,445.2,30.6,22.8,35.8,295.8
Chennai,13-05-2020,375.7,597.6,70.7,99.9,373.9
Kolkata,13-05-2020,390.9,191.1,111.2,99.7,75
Bangalore,13-05-2020,191.2,413.8,35.9,44.6,312.6
Delhi,14-05-2020,95.9,537.6,107,62.5,332.1
Mumbai,14-05-2020,116.3,338,109.1,10.9,75.7
Chennai,14-05-2020,280.3,351.1,34.7,34.1,116.6
Kolkata,14-05-2020,261.8,517.4,49.3,36,157.1
Bangalore,14-05-2020,302.7,315.7,114.4,2.8,11.3
Delhi,15-05-2020,185.2,326,54.3,49,43.2
Mumbai,15-05-2020,66.8,24.4,42.5,78.6,336
Chennai,15-05-2020,193.9,382.4,101.4,35.3,186.2
Kolkata,15-05-2020,252.8,201.6,48.9,2,31.6
Bangalore,15-05-2020,96.1,360.4,38.4,82,396.5
Delhi,16-05-2020,331,275.3,10.4,22.5,260.4
Mumbai,16-05-2020,327.9,383.2,18.8,60.1,302
Chennai,16-05-2020,12.7,195.1,47.4,27.9,301.9
Kolkata,16-05-2020,134,358,94,88.3,37.9
Bangalore,16-05-2020,474.8,284.4,30.3,92.3,385.4
Delhi,17-05-2020,193.9,174.6,95.3,7,55
Mumbai,17-05-2020,450.6,42.8,0.4,35.1,116.5
Chennai,17-05-2020,457.4,546.5,1.5,17.1,322
Kolkata,17-05-2020,455.2,21.2,138.4,43,273
Bangalore,17-05-2020,328.8,220,16.3,82.9,414.4
Delhi,18-05-2020,363.8,405.7,103.7,19.2,308.8
Mumbai,18-05-2020,261.5,89.7,118.8,40.6,360.4
Chennai,18-05-2020,205.7,261.5,53,94.8,230.9
Kolkata,18-05-2020,104.4,253.8,2.5,6,270.4
Bangalore,18-05-2020,365.9,196.9,106.1,82.1,162.9
Delhi,19-05-2020,225,116.2,40,61.7,13
Mumbai,19-05-2020,306.1,394.6,24.1,22.5,109.1
Chennai,19-05-2020,340.9,198.5,0.6,3.4,102.5
Kolkata,19-05-2020,205.9,322,103.5,34.2,342.4
Bangalore,19-05-2020,128.8,27.8,90.3,93.3,125.6
Delhi,20-05-2020,270.1,528.4,2.8,2.3,429.5
Mumbai,20-05-2020,73.9,153.2,116.4,10.8,455.8
Chennai,20-05-2020,112.4,475.1,115.4,55.9,37.5
Kolkata,20-05-2020,255.6,497,60.6,44,323.2
Bangalore,20-05-2020,37.3,188.5,149.5,14.1,267.1
Delhi,21-05-2020,485.5,6.8,0.4,48.3,186.6
Mumbai,21-05-2020,331.4,504.1,9.8,81.8,343.2
Chennai,21-05-2020,30.3,113.3,69.4,73.7,475.9
Kolkata,21-05-2020,342.1,327.3,84.3,87,263.8
Bangalore,21-05-2020,281.5,403,13.2,9.8,151.6
Delhi,22-05-2020,386.1,60.9,68.7,14.8,436.5
Mumbai,22-05-2020,84.5,301.8,114.5,66.9,224.7
Chennai,22-05-2020,487.3,353.6,8.7,0.9,329.3
Kolkata,22-05-2020,405.9,140.9,115.8,45,167.7
Bangalore,22-05-2020,170.4,335.4,87.3,66.6,42.8
Delhi,23-05-2020,8.5,194.7,81.2,37.7,175.7
Mumbai,23-05-2020,108,403.5,112.1,9.1,198.9
Chennai,23-05-2020,199,447.9,73.3,48.9,477.6
Kolkata,23-05-2020,487.3,498.1,92.1,97.1,487.6
Bangalore,23-05-2020,437.9,407.9,88.2,97.9,381.7
Delhi,24-05-2020,186.8,377.6,40.6,26.4,324
Mumbai,24-05-2020,295,260.5,73.4,6.2,355.5
Chennai,24-05-2020,83.4,597.5,46.7,36.3,186.6
Kolkata,24-05-2020,99.5,116.7,21.2,13.3,59.8
Bangalore,24-05-2020,252.2,514.9,31.8,97.1,191.7
Delhi,25-05-2020,337.2,206.2,17.4,91.6,403.8
Mumbai,25-05-2020,58.7,332.4,27.7,89.7,391.8
Chennai,25-05-2020,116.3,487.5,20.2,80,5.2
Kolkata,25-05-2020,499.7,333.4,84.3,96,55.5
Bangalore,25-05-2020,337.5,85.3,16.7,44.5,136.4
Delhi,26-05-2020,440.2,255.8,24.1,35.5,280.5
Mumbai,26-05-2020,375.3,284.9,31.3,89.1,227
Chennai,26-05-2020,79.9,592,45.6,5.3,463.1
Kolkata,26-05-2020,196.7,538.2,1.6,26.4,73.9
Bangalore,26-05-2020,464.2,37.6,33.4,53.3,481.9
Delhi,27-05-2020,381.8,141.5,92.3,34.6,236.9
Mumbai,27-05-2020,315.3,278.1,0.4,82.9,464.1
Chennai,27-05-2020,420.6,12.7,112.7,77.7,176.2
Kolkata,27-05-2020,83.6,127.7,6,13,427.7
Bangalore,27-05-2020,123.5,48.1,110.1,8.8,123.7
Delhi,28-05-2020,470.4,65.7,106.2,1,84.1
Mumbai,28-05-2020,0.2,93.6,29.5,2.1,313
Chennai,28-05-2020,347.1,312.2,60.1,30.1,475.6
Kolkata,28-05-2020,400.8,4.1,47.5,26.7,96.5
Bangalore,28-05-2020,11.1,405.5,79.2,32.6,333.3
Delhi,29-05-2020,498.2,590,12.2,1.4,334.6
Mumbai,29-05-2020,17.3,484.8,49.6,94.5,420.8
Chennai,29-05-2020,341.8,98.7,73.1,80.9,258.1
Kolkata,29-05-2020,413,491.9,122.7,92.1,181.4
Bangalore,29-05-2020,322.9,77.4,136.4,2.1,9.3
Delhi,30-05-2020,121.5,136.4,103.7,71.8,196.3
Mumbai,30-05-2020,269.3,44.2,2.6,66.3,100.4
Chennai,30-05-2020,184.4,570.6,99.4,50,267.1
Kolkata,30-05-2020,149,324.3,39.3,81.9,353.6
Bangalore,30-05-2020,273.8,352.1,130,85.8,193.5
Delhi,31-05-2020,47.7,428.5,55,51.9,112.1
Mumbai,31-05-2020,380.2,558.6,89.1,88.5,290.4
Chennai,31-05-2020,273.9,535.2,86.4,80.7,272.9
Kolkata,31-05-2020,172.4,423.1,93,68.9,90.9
Bangalore,31-05-2020,49.9,218.6,117,35.7,95.6
Delhi,01-06-2020,83.2,267.9,46.8,35,232.5
Mumbai,01-06-2020,96.5,420.7,10.7,32.4,30.8
Chennai,01-06-2020,235.4,308.2,33.9,2.2,107.4
Kolkata,01-06-2020,415.8,177.5,97.9,96.1,7.3
Bangalore,01-06-2020,350.1,483.6,52.4,58.5,412.8
Delhi,02-06-2020,210,257.9,41.7,17.7,411.3
Mumbai,02-06-2020,73.1,69.8,140.3,95.6,339.3
Chennai,02-06-2020,293.8,230.9,71.2,19.7,60.5
Kolkata,02-06-2020,390.3,410.7,130.6,59.1,456.6
Bangalore,02-06-2020,130.3,192.6,99.8,13.6,263.5
Delhi,03-06-2020,460.2,313.6,123.8,5.6,107.3
Mumbai,03-06-2020,95.8,184.5,89.4,21,333
Chennai,03-06-2020,69.1,373.9,51.8,48.6,401.7
Kolkata,03-06-2020,284.4,529.4,109,19.2,262.3
Bangalore,03-06-2020,315.7,151.6,114.5,54,19.7
Delhi,04-06-2020,482.4,359.8,145.5,44.1,307.9
Mumbai,04-06-2020,464.1,450,103.1,14.3,248.2
Chennai,04-06-2020,73.7,257.8,70.9,54.3,127.2
Kolkata,04-06-2020,86.5,359.3,104.4,89.8,359.7
Bangalore,04-06-2020,94.5,560,81.7,91.4,328.4
Delhi,05-06-2020,53.4,82.9,59.1,33.8,100.6
Mumbai,05-06-2020,24.2,469.9,37.9,89,88.6
Chennai,05-06-2020,172.9,142.2,22.2,0.8,296.8
Kolkata,05-06-2020,158.9,567.2,6.1,62.6,62.6
Bangalore,05-06-2020,462.7,554.4,16.3,10.1,98.9
Delhi,06-06-2020,290.9,438.6,118.3,18.2,191.4
Mumbai,06-06-2020,233.9,358.9,88.6,36.4,443.3
Chennai,06-06-2020,174.2,275.5,98.3,60.5,415.8
Kolkata,06-06-2020,480.5,177.7,74.8,84.2,235.3
Bangalore,06-06-2020,92,222.5,117.5,94.3,489.8
Delhi,07-06-2020,151.3,162,105.4,41.2,157.9
Mumbai,07-06-2020,10.5,267.3,111.7,91.6,130.3
Chennai,07-06-2020,464.4,489.1,142.2,22.5,145.8
Kolkata,07-06-2020,490.8,312.8,13.9,14.3,356.5
Bangalore,07-06-2020,271.9,45.8,15,39.1,339.9
Delhi,08-06-2020,281.7,516,78.8,33.1,75.1
Mumbai,08-06-2020,491.6,97.7,70.3,60.1,27.8
Chennai,08-06-2020,208.3,118.6,134.5,29.2,466
Kolkata,08-06-2020,364.3,99.8,102,63.8,346.9
Bangalore,08-06-2020,39.4,102,92,34.9,442.2
Delhi,09-06-2020,295.8,226,39.5,67.8,51.8
Mumbai,09-06-2020,392.7,49.7,146.3,8.7,432.1
Chennai,09-06-2020,409.4,377.5,148.2,32.4,181.7
Kolkata,09-06-2020,116.4,60.9,107.2,18.1,78.3
Bangalore,09-06-2020,247.9,249.2,1.3,91.1,38.5
Delhi,10-06-2020,415.2,206.8,25.7,4.6,170
Mumbai,10-06-2020,269.1,594.5,34.6,33.1,332.8
Chennai,10-06-2020,161.5,132.4,27,64.1,1.7
Kolkata,10-06-2020,392.3,568.4,130.3,86.1,169.5
Bangalore,10-06-2020,286.4,421,5,78,31.4
Delhi,11-06-2020,475.5,326.3,138.4,51.5,309.6
Mumbai,11-06-2020,455.4,336.5,12.5,11.3,119.7
Chennai,11-06-2020,73.2,175.6,112.8,37.7,165.1
Kolkata,11-06-2020,185.9,421.5,93.7,21.8,140.2
Bangalore,11-06-2020,376.1,541.5,108.3,24.3,415.8
Delhi,12-06-2020,295.4,554.5,64.2,91.3,103
Mumbai,12-06-2020,34.1,486,126.4,81.9,167.8
Chennai,12-06-2020,60.2,290.8,32.5,51.6,145.6
Kolkata,12-06-2020,32.7,488.6,43.5,72.6,392.9
Bangalore,12-06-2020,414.3,311,38.9,66.1,197.4
Delhi,13-06-2020,244.7,101,14.3,58.2,68.2
Mumbai,13-06-2020,294.9,292.7,77.2,28.8,398.3
Chennai,13-06-2020,104.4,512.1,65.9,57.3,471.6
Kolkata,13-06-2020,83.1,249.3,7.3,2.7,180.3
Bangalore,13-06-2020,176.8,427.9,45.4,95,363
Delhi,14-06-2020,492.2,553.6,57.3,6.5,496.6
Mumbai,14-06-2020,62.5,234.9,28.5,81.8,385.7
Chennai,14-06-2020,295.9,49.5,13.1,27.6,130.2
Kolkata,14-06-2020,307.7,152.6,99.2,3.8,4.3
Bangalore,14-06-2020,53.4,119.3,47.8,38.8,263.6
Delhi,15-06-2020,373.7,124.9,80,52.3,85.1
Mumbai,15-06-2020,118.5,25.8,86.2,31.1,314.3
Chennai,15-06-2020,51.2,11.7,91.5,49.7,98.6
Kolkata,15-06-2020,16.5,296.3,36.6,51.8,221.2
Bangalore,15-06-2020,403.9,458.8,113.6,42.8,208.2
Delhi,16-06-2020,334.1,227.7,25.2,58.2,412.7
Mumbai,16-06-2020,207.8,515,63.6,6.6,53.1
Chennai,16-06-2020,287.7,519.2,119.8,80.7,52.1
Kolkata,16-06-2020,378.2,87.6,41.4,32.1,158
Bangalore,16-06-2020,165.7,325.2,6.2,54.3,159.8
Delhi,17-06-2020,18.2,543.1,12.7,14.7,56.7
Mumbai,17-06-2020,380.6,269.5,117,42.7,128.5
Chennai,17-06-2020,476.7,556.6,100.5,71.1,128.4
Kolkata,17-06-2020,136.9,274.9,104,4.5,122.8
Bangalore,17-06-2020,377.5,453,105.7,19.4,145.7
Delhi,18-06-2020,129.3,185.1,143,96.2,94.4
Mumbai,18-06-2020,180.4,497.6,101.5,44.7,258.2
Chennai,18-06-2020,243.9,119.4,100.3,21.2,355.9
Kolkata,18-06-2020,141,365.8,94.5,32.3,19.6
Bangalore,18-06-2020,38.1,321.3,107.8,19.3,372.2
Delhi,19-06-2020,36,593.9,4.4,12,463
Mumbai,19-06-2020,21.9,143.6,142.5,24.5,35.1
Chennai,19-06-2020,14.5,515.7,92.2,46.9,65.3
Kolkata,19-06-2020,471.2,450.7,4.2,40.4,200.6
Bangalore,19-06-2020,208.2,294.8,78.8,4.6,213.4
Delhi,20-06-2020,280.1,526,107.6,50.5,8.1
Mumbai,20-06-2020,256.7,350.2,65.8,46.5,434.2
Chennai,20-06-2020,491.8,132,43.8,1.1,311.2
Kolkata,20-06-2020,295.2,43.8,119.9,31.2,348.6
Bangalore,20-06-2020,457.4,338.1,19.3,99.7,281.5
Delhi,21-06-2020,362.7,544,85.2,94.1,333.5
Mumbai,21-06-2020,307.7,554.2,107.8,48.1,22.7
Chennai,21-06-2020,398.9,561.1,119.6,46.3,145.7
Kolkata,21-06-2020,157.1,174.5,76,21,71.1
Bangalore,21-06-2020,99.4,421.6,33.9,53.6,376.3
Delhi,22-06-2020,417.6,522.6,1.5,62.5,430.2
Mumbai,22-06-2020,411,133.9,57.1,22,359.7
Chennai,22-06-2020,264.2,275.3,89,21.2,23.4
Kolkata,22-06-2020,74.2,440.9,85.7,78.5,8.2
Bangalore,22-06-2020,248.5,362.6,4.9,76.5,109.1
Delhi,23-06-2020,103.7,0.3,49.6,91.9,298.1
Mumbai,23-06-2020,43.4,329.5,39,67.4,270.6
Chennai,23-06-2020,215.1,315.4,129.2,21.6,298
Kolkata,23-06-2020,360.9,468,30,0.3,443.4
Bangalore,23-06-2020,366.9,371.1,108.2,8,105.1
Delhi,24-06-2020,218.9,589.1,90.9,26.3,98.1
Mumbai,24-06-2020,238.7,473.4,116.3,53.6,181.8
Chennai,24-06-2020,352.4,344.1,96.5,70,318.5
Kolkata,24-06-2020,478.6,56.9,65.4,35.4,259
Bangalore,24-06-2020,278.2,581.7,10.6,79.7,358.3
Delhi,25-06-2020,17.8,269.3,17.5,64,8.8
